id,start,availability,production,quality,c1,c2,c3,c4,c5
el10,0,100,88,100,0,0,0,0,0
el10,8,100,94,99,0,0,0,0,0
el10,16,100,88,99,0,0,0,0,0
el10,24,100,91,98,0,0,0,0,0
el10,32,100,90,100,0,0,0,0,0
el10,40,100,92,98,0,0,0,0,0
el10,48,75,65,74,0,0,0,0,2
el10,56,0,0,0,0,0,0,0,8
el10,64,0,0,0,0,0,0,0,8
el10,72,25,22,24,0,0,0,0,6
el10,80,100,88,100,0,0,0,0,0
el10,88,100,91,98,0,0,0,0,0
el10,96,100,89,99,0,0,0,0,0
el10,104,100,88,97,0,0,0,0,0
el10,112,100,89,100,0,0,0,0,0
el10,120,100,90,99,0,0,0,0,0
el10,128,100,93,99,0,0,0,0,0
el10,136,25,23,25,0,0,0,0,6
el10,144,13,10,13,0,0,0,0,7
el10,152,100,92,99,0,0,0,0,0
el10,160,100,92,98,0,0,0,0,0
el10,168,75,65,74,2,0,0,0,0
el10,176,13,12,13,0,0,0,7,0
el10,184,38,31,36,0,0,0,5,0
el10,192,100,89,99,0,0,0,0,0
el10,200,100,89,99,0,0,0,0,0
el10,208,100,91,99,0,0,0,0,0
el10,216,100,88,100,0,0,0,0,0
el10,224,100,88,100,0,0,0,0,0
el10,232,100,91,98,0,0,0,0,0
el10,240,100,94,97,0,0,0,0,0
el10,248,0,0,0,0,8,0,0,0
el10,256,100,91,99,0,0,0,0,0
el10,264,100,93,99,0,0,0,0,0
el10,272,100,89,98,0,0,0,0,0
el10,280,100,94,97,0,0,0,0,0
el10,288,100,90,99,0,0,0,0,0
el10,296,100,88,100,0,0,0,0,0
el10,304,100,89,96,0,0,0,0,0
el10,312,100,88,99,0,0,0,0,0
el10,320,100,85,99,0,0,0,0,0
el10,328,100,90,95,0,0,0,0,0
el10,336,50,46,49,4,0,0,0,0
el10,344,13,10,13,0,0,0,0,7
el10,352,0,0,0,0,0,0,0,8
el10,360,0,0,0,0,0,0,0,8
el10,368,75,70,73,0,0,0,0,2
el10,376,100,89,99,0,0,0,0,0
el10,384,100,87,99,0,0,0,0,0
el10,392,25,22,25,0,0,0,6,0
el10,400,13,12,13,0,0,0,7,0
el10,408,100,90,97,0,0,0,0,0
el10,416,100,93,98,0,0,0,0,0
el10,424,100,90,98,0,0,0,0,0
el10,432,100,94,100,0,0,0,0,0
el10,440,75,66,74,0,0,0,2,0
el10,448,0,0,0,0,0,0,8,0
el10,456,25,21,24,0,0,0,6,0
el10,464,100,89,99,0,0,0,0,0
el10,472,100,90,97,0,0,0,0,0
el10,480,100,91,98,0,0,0,0,0
el10,488,100,86,100,0,0,0,0,0
el10,496,100,94,97,0,0,0,0,0
el10,504,75,69,72,2,0,0,0,0
el10,512,100,91,98,0,0,0,0,0
el10,520,100,90,99,0,0,0,0,0
el10,528,50,43,49,0,4,0,0,0
el10,536,38,33,37,0,5,0,0,0
el10,544,100,88,99,0,0,0,0,0
el10,552,100,90,99,0,0,0,0,0
el10,560,63,55,61,0,3,0,0,0
el10,568,0,0,0,0,8,0,0,0
el10,576,88,79,87,0,1,0,0,0
el10,584,100,92,99,0,0,0,0,0
el10,592,100,89,100,0,0,0,0,0
el10,600,100,90,97,0,0,0,0,0
el10,608,100,92,99,0,0,0,0,0
el10,616,100,92,97,0,0,0,0,0
el10,624,100,89,99,0,0,0,0,0
el10,632,38,36,38,0,5,0,0,0
el10,640,75,66,73,0,2,0,0,0
el10,648,100,90,99,0,0,0,0,0
el10,656,100,93,98,0,0,0,0,0
el10,664,100,88,99,0,0,0,0,0
el10,672,50,46,50,4,0,0,0,0
el10,680,100,88,98,0,0,0,0,0
el10,688,100,87,99,0,0,0,0,0
el10,696,100,92,99,0,0,0,0,0
el10,704,100,88,98,0,0,0,0,0
el10,712,100,90,100,0,0,0,0,0
el10,720,100,94,97,0,0,0,0,0
el10,728,38,32,38,0,0,0,0,5
el10,736,0,0,0,0,0,0,0,8
el10,744,0,0,0,0,0,0,0,8
el10,752,100,91,98,0,0,0,0,0
el10,760,100,92,99,0,0,0,0,0
el10,768,100,92,95,0,0,0,0,0
el10,776,100,91,97,0,0,0,0,0
el10,784,100,88,99,0,0,0,0,0
el10,792,100,91,98,0,0,0,0,0
el10,800,38,34,37,0,5,0,0,0
el10,808,13,11,13,0,7,0,0,0
el10,816,100,90,99,0,0,0,0,0
el10,824,100,87,98,0,0,0,0,0
el10,832,100,89,100,0,0,0,0,0
el10,840,75,67,74,2,0,0,0,0
el10,848,100,92,99,0,0,0,0,0
el10,856,100,94,100,0,0,0,0,0
el10,864,100,91,99,0,0,0,0,0
el10,872,25,22,25,0,6,0,0,0
el10,880,38,32,36,0,5,0,0,0
el10,888,100,97,99,0,0,0,0,0
el10,896,100,89,98,0,0,0,0,0
el10,904,100,89,100,0,0,0,0,0
el10,912,25,21,25,0,0,0,6,0
el10,920,75,69,75,0,0,0,2,0
el10,928,100,90,98,0,0,0,0,0
el10,936,100,89,99,0,0,0,0,0
el10,944,100,94,99,0,0,0,0,0
el10,952,100,87,100,0,0,0,0,0
el10,960,100,92,100,0,0,0,0,0
el10,968,100,92,99,0,0,0,0,0
el10,976,88,77,86,0,1,0,0,0
el10,984,0,0,0,0,8,0,0,0
el10,992,88,80,85,0,1,0,0,0
el10,1000,100,91,97,0,0,0,0,0
el10,1008,50,46,48,4,0,0,0,0
el10,1016,100,94,98,0,0,0,0,0
el10,1024,100,91,100,0,0,0,0,0
el10,1032,100,88,99,0,0,0,0,0
el10,1040,50,44,50,0,4,0,0,0
el10,1048,63,56,61,0,3,0,0,0
el10,1056,100,89,98,0,0,0,0,0
el10,1064,100,92,99,0,0,0,0,0
el10,1072,100,88,100,0,0,0,0,0
el10,1080,100,91,97,0,0,0,0,0
el10,1088,100,87,99,0,0,0,0,0
el10,1096,25,24,24,0,6,0,0,0
el10,1104,100,87,98,0,0,0,0,0
el10,1112,100,89,100,0,0,0,0,0
el10,1120,100,90,99,0,0,0,0,0
el10,1128,100,86,98,0,0,0,0,0
el10,1136,100,90,99,0,0,0,0,0
el10,1144,100,88,99,0,0,0,0,0
el10,1152,100,93,100,0,0,0,0,0
el10,1160,100,93,98,0,0,0,0,0
el10,1168,100,88,100,0,0,0,0,0
el10,1176,75,72,74,2,0,0,0,0
el10,1184,100,92,99,0,0,0,0,0
el10,1192,100,93,99,0,0,0,0,0
el10,1200,100,89,98,0,0,0,0,0
el10,1208,63,58,63,0,3,0,0,0
el10,1216,38,33,38,0,5,0,0,0
el10,1224,100,91,98,0,0,0,0,0
el10,1232,100,90,99,0,0,0,0,0
el10,1240,100,91,97,0,0,0,0,0
el10,1248,100,94,99,0,0,0,0,0
el10,1256,100,86,98,0,0,0,0,0
el10,1264,63,57,63,0,0,0,3,0
el10,1272,0,0,0,0,0,0,8,0
el10,1280,63,56,60,0,0,0,3,0
el10,1288,100,87,99,0,0,0,0,0
el10,1296,100,88,99,0,0,0,0,0
el10,1304,100,90,98,0,0,0,0,0
el10,1312,100,88,99,0,0,0,0,0
el10,1320,100,90,100,0,0,0,0,0
el10,1328,100,90,99,0,0,0,0,0
el10,1336,100,86,97,0,0,0,0,0
el10,1344,13,11,13,4,3,0,0,0
el10,1352,63,56,62,0,3,0,0,0
el10,1360,100,90,99,0,0,0,0,0
el10,1368,100,90,100,0,0,0,0,0
el10,1376,100,87,98,0,0,0,0,0
el10,1384,100,89,99,0,0,0,0,0
el10,1392,100,91,100,0,0,0,0,0
el10,1400,25,23,25,0,0,0,6,0
el10,1408,50,43,50,0,0,0,4,0
el10,1416,100,92,99,0,0,0,0,0
el10,1424,100,93,99,0,0,0,0,0
el10,1432,100,87,99,0,0,0,0,0
el10,1440,100,84,98,0,0,0,0,0
el10,1448,100,90,98,0,0,0,0,0
el10,1456,100,90,98,0,0,0,0,0
el10,1464,100,90,98,0,0,0,0,0
el10,1472,100,87,98,0,0,0,0,0
el10,1480,100,92,97,0,0,0,0,0
el10,1488,100,89,99,0,0,0,0,0
el10,1496,100,90,100,0,0,0,0,0
el10,1504,100,89,99,0,0,0,0,0
el10,1512,75,68,74,2,0,0,0,0
el10,1520,100,95,96,0,0,0,0,0
el10,1528,38,28,9,0,0,5,0,0
el10,1536,38,22,6,0,0,5,0,0
el10,1544,100,81,63,0,0,0,0,0
el10,1552,100,91,100,0,0,0,0,0
el10,1560,100,91,98,0,0,0,0,0
el10,1568,100,87,100,0,0,0,0,0
el10,1576,75,71,73,0,2,0,0,0
el10,1584,0,0,0,0,8,0,0,0
el10,1592,75,67,73,0,2,0,0,0
el10,1600,100,90,99,0,0,0,0,0
el10,1608,100,92,99,0,0,0,0,0
el10,1616,100,93,98,0,0,0,0,0
el10,1624,100,88,100,0,0,0,0,0
el10,1632,100,88,99,0,0,0,0,0
el10,1640,13,12,12,0,7,0,0,0
el10,1648,50,46,50,0,4,0,0,0
el10,1656,100,88,96,0,0,0,0,0
el10,1664,100,89,99,0,0,0,0,0
el10,1672,100,91,98,0,0,0,0,0
el10,1680,50,47,49,4,0,0,0,0
el10,1688,25,22,24,0,6,0,0,0
el10,1696,100,92,99,0,0,0,0,0
el10,1704,100,92,100,0,0,0,0,0
el10,1712,100,89,100,0,0,0,0,0
el10,1720,100,90,98,0,0,0,0,0
el10,1728,100,87,99,0,0,0,0,0
el10,1736,100,88,98,0,0,0,0,0
el10,1744,100,89,99,0,0,0,0,0
el10,1752,100,87,98,0,0,0,0,0
el10,1760,100,90,99,0,0,0,0,0
el10,1768,100,91,99,0,0,0,0,0
el10,1776,100,90,98,0,0,0,0,0
el10,1784,100,90,97,0,0,0,0,0
el10,1792,100,93,98,0,0,0,0,0
el10,1800,100,91,99,0,0,0,0,0
el10,1808,100,89,98,0,0,0,0,0
el10,1816,100,89,99,0,0,0,0,0
el10,1824,50,44,28,0,0,4,0,0
el10,1832,0,0,0,0,0,8,0,0
