id,start,availability,production,quality,c1,c2,c3,c4,c5
el,0,100,90,99,0,0,0,0,0
el,8,100,89,98,0,0,0,0,0
el,16,100,89,99,0,0,0,0,0
el,24,100,90,99,0,0,0,0,0
el,32,100,90,99,0,0,0,0,0
el,40,100,90,98,0,0,0,0,0
el,48,84,76,83,0,0,0,8,0
el,56,67,59,67,0,0,0,13,0
el,64,59,55,59,0,5,0,13,0
el,72,78,69,76,0,4,0,4,0
el,80,91,81,86,0,0,6,0,0
el,88,83,73,72,0,0,8,3,0
el,96,78,70,72,0,0,6,8,0
el,104,100,88,91,0,0,0,0,0
el,112,100,90,98,0,0,0,0,0
el,120,91,82,89,0,6,0,0,0
el,128,97,86,96,0,2,0,0,0
el,136,81,73,79,0,1,5,0,0
el,144,44,36,35,0,14,9,6,0
el,152,89,80,83,0,4,0,3,0
el,160,91,81,89,0,6,0,0,0
el,168,97,87,96,2,0,0,0,2
el,176,67,61,66,0,8,0,13,0
el,184,64,58,63,0,11,0,12,0
el,192,100,91,99,0,0,0,0,0
el,200,77,70,75,0,8,0,0,0
el,208,86,78,85,0,1,0,0,0
el,216,88,79,87,0,0,0,0,0
el,224,94,84,93,0,3,0,0,0
el,232,88,78,87,0,8,0,0,0
el,240,100,90,99,0,0,0,0,0
el,248,84,76,83,0,10,0,0,0
el,256,78,70,77,0,14,0,0,0
el,264,80,72,78,0,11,0,0,0
el,272,84,76,83,0,2,0,0,0
el,280,83,74,79,0,0,3,0,0
el,288,66,56,58,0,4,10,0,0
el,296,81,71,73,0,5,4,0,0
el,304,91,80,83,0,6,0,0,0
el,312,89,79,87,0,7,0,0,0
el,320,100,90,98,0,0,0,0,0
el,328,100,91,98,0,0,0,0,0
el,336,94,86,92,4,0,0,0,4
el,344,73,65,71,0,7,3,0,0
el,352,63,55,62,0,0,8,8,0
el,360,72,62,65,0,1,4,5,0
el,368,84,76,79,0,8,0,0,0
el,376,88,79,86,0,2,0,6,0
el,384,88,79,86,0,0,0,8,0
el,392,88,78,85,0,0,0,8,0
el,400,77,69,76,0,0,8,7,0
el,408,94,81,85,0,2,2,0,0
el,416,73,64,67,0,15,0,2,0
el,424,81,74,80,0,4,0,8,0
el,432,80,71,76,0,6,1,6,0
el,440,75,67,74,0,6,8,2,0
el,448,78,70,75,0,0,6,8,0
