id,start,availability,production,quality,c1,c2,c3,c4,c5
el,0,100,91,99,0,0,0,0,0
el,1,100,93,99,0,0,0,0,0
el,2,100,90,99,0,0,0,0,0
el,3,100,89,99,0,0,0,0,0
el,4,100,87,100,0,0,0,0,0
el,5,100,91,97,0,0,0,0,0
el,6,100,90,98,0,0,0,0,0
el,7,100,87,98,0,0,0,0,0
el,8,100,91,98,0,0,0,0,0
el,9,100,88,99,0,0,0,0,0
el,10,100,91,98,0,0,0,0,0
el,11,100,88,99,0,0,0,0,0
el,12,100,88,100,0,0,0,0,0
el,13,100,92,98,0,0,0,0,0
el,14,100,87,99,0,0,0,0,0
el,15,100,88,97,0,0,0,0,0
el,16,100,90,99,0,0,0,0,0
el,17,100,89,98,0,0,0,0,0
el,18,100,91,99,0,0,0,0,0
el,19,100,87,99,0,0,0,0,0
el,20,100,90,100,0,0,0,0,0
el,21,100,88,98,0,0,0,0,0
el,22,100,86,99,0,0,0,0,0
el,23,100,92,98,0,0,0,0,0
el,24,100,91,100,0,0,0,0,0
el,25,100,92,100,0,0,0,0,0
el,26,100,90,99,0,0,0,0,0
el,27,100,88,100,0,0,0,0,0
el,28,100,95,99,0,0,0,0,0
el,29,100,92,100,0,0,0,0,0
el,30,100,89,98,0,0,0,0,0
el,31,100,89,98,0,0,0,0,0
el,32,100,93,98,0,0,0,0,0
el,33,100,90,98,0,0,0,0,0
el,34,100,91,100,0,0,0,0,0
el,35,100,86,98,0,0,0,0,0
el,36,100,91,99,0,0,0,0,0
el,37,100,90,98,0,0,0,0,0
el,38,100,91,100,0,0,0,0,0
el,39,100,91,100,0,0,0,0,0
el,40,100,90,98,0,0,0,0,0
el,41,100,89,97,0,0,0,0,0
el,42,100,95,98,0,0,0,0,0
el,43,100,89,98,0,0,0,0,0
el,44,100,91,98,0,0,0,0,0
el,45,100,89,99,0,0,0,0,0
el,46,100,88,98,0,0,0,0,0
el,47,100,88,100,0,0,0,0,0
el,48,88,77,85,0,0,0,1,0
el,49,88,80,86,0,0,0,1,0
el,50,88,79,86,0,0,0,1,0
el,51,88,82,86,0,0,0,1,0
el,52,88,82,87,0,0,0,1,0
el,53,88,76,86,0,0,0,1,0
el,54,75,66,73,0,0,0,1,0
el,55,75,66,74,0,0,0,1,0
el,56,75,62,74,0,0,0,1,0
el,57,75,66,75,0,0,0,1,0
el,58,63,56,62,0,0,0,2,0
el,59,63,57,62,0,0,0,2,0
el,60,63,56,63,0,0,0,2,0
el,61,75,69,75,0,0,0,1,0
el,62,63,57,61,0,0,0,2,0
el,63,63,52,62,0,0,0,2,0
el,64,63,58,63,0,0,0,2,0
el,65,63,57,62,0,0,0,2,0
el,66,63,57,61,0,0,0,2,0
el,67,50,47,49,0,1,0,2,0
el,68,50,47,50,0,1,0,2,0
el,69,63,57,61,0,1,0,1,0
el,70,63,60,62,0,1,0,1,0
el,71,63,57,61,0,1,0,1,0
el,72,63,54,62,0,1,0,1,0
el,73,63,56,60,0,1,0,1,0
el,74,63,55,62,0,1,0,1,0
el,75,63,51,61,0,1,0,1,0
el,76,88,81,85,0,0,0,0,0
el,77,88,79,87,0,0,0,0,0
el,78,100,91,97,0,0,0,0,0
el,79,100,87,92,0,0,0,0,0
el,80,100,87,90,0,0,0,0,0
el,81,100,89,87,0,0,0,0,0
el,82,88,78,86,0,0,1,0,0
el,83,88,77,85,0,0,1,0,0
el,84,88,82,88,0,0,1,0,0
el,85,88,81,87,0,0,1,0,0
el,86,88,80,86,0,0,1,0,0
el,87,88,79,77,0,0,1,0,0
el,88,88,77,80,0,0,1,0,0
el,89,88,75,76,0,0,1,0,0
el,90,88,79,78,0,0,1,0,0
el,91,88,73,75,0,0,1,0,0
el,92,88,78,74,0,0,1,0,0
el,93,75,67,65,0,0,1,1,0
el,94,75,67,65,0,0,1,1,0
el,95,75,67,67,0,0,1,1,0
el,96,75,67,68,0,0,1,1,0
el,97,75,66,67,0,0,1,1,0
el,98,75,70,71,0,0,1,1,0
el,99,75,66,72,0,0,1,1,0
el,100,75,69,72,0,0,1,1,0
el,101,75,69,73,0,0,1,1,0
el,102,88,76,75,0,0,0,1,0
el,103,88,75,77,0,0,0,1,0
el,104,100,86,89,0,0,0,0,0
el,105,100,87,86,0,0,0,0,0
el,106,100,87,90,0,0,0,0,0
el,107,100,88,91,0,0,0,0,0
el,108,100,88,93,0,0,0,0,0
el,109,100,88,92,0,0,0,0,0
el,110,100,91,95,0,0,0,0,0
el,111,100,89,95,0,0,0,0,0
el,112,100,89,97,0,0,0,0,0
el,113,100,92,96,0,0,0,0,0
el,114,100,87,99,0,0,0,0,0
el,115,100,93,99,0,0,0,0,0
el,116,100,93,97,0,0,0,0,0
el,117,100,92,98,0,0,0,0,0
el,118,100,86,98,0,0,0,0,0
el,119,100,87,100,0,0,0,0,0
el,120,100,88,100,0,0,0,0,0
el,121,100,88,98,0,0,0,0,0
el,122,88,77,87,0,1,0,0,0
el,123,88,77,87,0,1,0,0,0
el,124,88,82,85,0,1,0,0,0
el,125,88,80,86,0,1,0,0,0
el,126,88,82,85,0,1,0,0,0
el,127,88,80,86,0,1,0,0,0
el,128,88,78,85,0,1,0,0,0
el,129,88,80,86,0,1,0,0,0
el,130,100,89,99,0,0,0,0,0
el,131,100,89,99,0,0,0,0,0
el,132,100,89,100,0,0,0,0,0
el,133,100,88,99,0,0,0,0,0
el,134,100,91,98,0,0,0,0,0
el,135,100,87,99,0,0,0,0,0
el,136,100,90,99,0,0,0,0,0
el,137,100,87,98,0,0,0,0,0
el,138,88,76,77,0,0,0,0,0
el,139,75,68,74,0,0,1,0,0
el,140,75,67,74,0,0,1,0,0
el,141,75,70,74,0,0,1,0,0
el,142,75,69,73,0,0,1,0,0
el,143,63,60,62,0,1,1,0,0
el,144,50,42,39,0,2,1,0,0
el,145,38,35,38,0,2,2,0,0
el,146,25,23,25,0,2,2,1,0
el,147,25,23,25,0,2,2,1,0
el,148,38,28,26,0,2,1,1,0
el,149,38,30,28,0,2,1,1,0
el,150,63,50,43,0,1,0,1,0
el,151,75,61,57,0,1,0,1,0
el,152,75,63,61,0,1,0,1,0
el,153,75,63,63,0,1,0,1,0
el,154,88,78,78,0,0,0,1,0
el,155,100,87,94,0,0,0,0,0
el,156,100,90,96,0,0,0,0,0
el,157,100,95,99,0,0,0,0,0
el,158,88,83,86,0,1,0,0,0
el,159,88,80,87,0,1,0,0,0
el,160,88,80,86,0,1,0,0,0
el,161,88,78,85,0,1,0,0,0
el,162,88,76,87,0,1,0,0,0
el,163,88,75,85,0,1,0,0,0
el,164,88,77,86,0,1,0,0,0
el,165,88,78,87,0,1,0,0,0
el,166,100,91,100,0,0,0,0,0
el,167,100,92,98,0,0,0,0,0
el,168,88,79,88,1,0,0,0,1
el,169,88,80,87,1,0,0,0,1
el,170,100,89,100,0,0,0,0,0
el,171,100,89,99,0,0,0,0,0
el,172,100,88,100,0,0,0,0,0
el,173,100,89,97,0,0,0,0,0
el,174,100,90,98,0,0,0,0,0
el,175,100,92,99,0,0,0,0,0
el,176,88,77,85,0,1,0,0,0
el,177,75,70,74,0,1,0,1,0
el,178,63,57,60,0,1,0,2,0
el,179,63,54,62,0,1,0,2,0
el,180,63,57,63,0,1,0,2,0
el,181,63,57,63,0,1,0,2,0
el,182,63,58,62,0,1,0,2,0
el,183,63,55,62,0,1,0,2,0
el,184,63,54,62,0,1,0,2,0
el,185,50,47,49,0,2,0,2,0
el,186,50,46,47,0,2,0,2,0
el,187,50,47,50,0,2,0,2,0
el,188,63,56,63,0,1,0,2,0
el,189,75,66,72,0,1,0,1,0
el,190,75,67,74,0,1,0,1,0
el,191,88,80,87,0,1,0,0,0
el,192,100,93,99,0,0,0,0,0
el,193,100,89,99,0,0,0,0,0
el,194,100,93,98,0,0,0,0,0
el,195,100,89,99,0,0,0,0,0
el,196,100,86,98,0,0,0,0,0
el,197,100,92,98,0,0,0,0,0
el,198,100,92,99,0,0,0,0,0
el,199,100,92,100,0,0,0,0,0
el,200,88,80,87,0,1,0,0,0
el,201,75,66,73,0,1,0,0,0
el,202,75,69,74,0,1,0,0,0
el,203,75,69,73,0,1,0,0,0
el,204,75,70,75,0,1,0,0,0
el,205,75,70,73,0,1,0,0,0
el,206,75,67,74,0,1,0,0,0
el,207,75,67,74,0,1,0,0,0
el,208,75,65,74,0,1,0,0,0
el,209,88,80,87,0,0,0,0,0
el,210,88,81,87,0,0,0,0,0
el,211,88,79,87,0,0,0,0,0
el,212,88,83,87,0,0,0,0,0
el,213,88,80,84,0,0,0,0,0
el,214,88,81,87,0,0,0,0,0
el,215,88,80,87,0,0,0,0,0
el,216,88,80,88,0,0,0,0,0
